,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres
118,2900000,11224,tt0042332,en,Cinderella,14.436857999999999,1950-03-04,263591415,74.0,6.8,55419,Cinderella Collection,"['RKO Radio Pictures', 'Walt Disney Productions']",['United States of America'],"['Family', 'Fantasy', 'Animation', 'Romance']"
119,0,15947,tt0038166,en,The Three Caballeros,8.702472,1944-07-21,0,71.0,6.2,271668,Caballeros Collection,['Walt Disney Pictures'],['United States of America'],"['Animation', 'Family', 'Music']"
120,12000000,10948,tt0082406,en,The Fox and the Hound,10.197106,1981-07-10,29800000,82.0,7.0,100970,The Fox and the Hound Collection,['Walt Disney Productions'],['United States of America'],"['Adventure', 'Animation', 'Drama', 'Family']"
121,3000000,11229,tt0116361,en,Freeway,7.088533,1996-08-23,0,110.0,6.5,355490,Freeway Collection,"['The Kushner-Locke Company', 'August Entertainment', 'Multicom entertainment']",['United States of America'],"['Comedy', 'Drama', 'Thriller']"
122,28000000,562,tt0095016,en,Die Hard,16.640522,1988-07-15,140767956,131.0,7.5,1570,Die Hard Collection,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']",['United States of America'],"['Action', 'Thriller']"
123,10000000,10163,tt0104692,en,The Lawnmower Man,6.685948,1992-03-05,32101000,108.0,5.4,124935,The Lawnmower Man Collection,"['New Line Cinema', 'Allied Vision']","['United Kingdom', 'Japan', 'United States of America']","['Horror', 'Thriller', 'Science Fiction']"
124,0,11238,tt0115491,en,Aladdin and the King of Thieves,8.654244,1996-05-20,0,81.0,6.1,86027,Aladdin Collection,['Walt Disney Television Animation'],['United States of America'],"['Adventure', 'Animation', 'Family']"
125,6000000,88,tt0092890,en,Dirty Dancing,14.044122,1987-08-21,213954274,100.0,7.1,86058,Dirty Dancing Collection,"['Great American Films Limited Partnership', 'Vestron Pictures']",['United States of America'],"['Drama', 'Music', 'Romance']"
126,6500000,8491,tt0098627,en,Weekend at Bernie's,8.051891,1989-07-05,30218387,97.0,6.4,118221,Weekend at Bernie's Collection,['Gladden Entertainment'],['United States of America'],['Comedy']
127,49000000,402,tt0103772,en,Basic Instinct,16.628427,1992-03-20,352927224,127.0,6.5,86336,Basic Instinct Collection,"['TriStar Pictures', 'Canal+', 'Carolco Pictures']","['France', 'United States of America']","['Thriller', 'Mystery']"
128,0,25750,tt0115885,en,Children of the Corn IV: The Gathering,7.97048,1996-10-08,0,85.0,4.6,115225,Children of the Corn Collection,['Dimension Films'],['United States of America'],['Horror']
129,5000000,11843,tt0072081,en,The Return of the Pink Panther,6.501176999999999,1975-05-21,41833347,113.0,6.7,937,The Pink Panther (Original) Collection,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']",['United Kingdom'],"['Mystery', 'Comedy', 'Crime']"
130,6000000,1103,tt0082340,en,Escape from New York,10.124544,1981-05-22,50244700,99.0,6.9,115838,Escape From ... Collection,"['AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film']",['United States of America'],"['Science Fiction', 'Action']"
131,1000000,11298,tt0082533,en,The Howling,6.7155119999999995,1981-04-03,17985893,91.0,6.4,174218,The Howling Collection,"['AVCO Embassy Pictures', 'International Film Investors', 'Wescom Productions']",['United States of America'],"['Drama', 'Horror']"
132,4940939,4480,tt0091288,fr,Jean de Florette,4.883274,1986-08-27,0,120.0,7.6,39460,The Water of the Hills Collection,"['Renn Productions', 'Films A2', 'DD Productions', 'AMLF', 'Télévision Suisse-Romande (TSR)', 'RAI Radiotelevisione Italiana']",['France'],['Drama']
133,0,4481,tt0091480,fr,Manon des Sources,5.939394,1986-11-19,0,120.0,7.8,39460,The Water of the Hills Collection,"['Renn Productions', 'Films A2', 'DD Productions', 'AMLF', 'RAI Radiotelevisione Italiana']",['France'],['Drama']
134,0,531,tt0108598,en,The Wrong Trousers,7.7712330000000005,1993-12-17,0,30.0,7.6,529,Wallace & Gromit Collection,['Aardman Animations'],['United Kingdom'],"['Animation', 'Comedy', 'Family']"
135,0,36555,tt0112483,en,Best of the Best 3: No Turning Back,1.5679450000000001,1995-05-17,0,90.0,5.8,153948,Best of the Best Collection,[],['United States of America'],['Action']
136,0,11455,tt0078446,en,Up in Smoke,7.194364,1978-01-01,41590893,86.0,6.7,33071,Cheech & Chong Collection,['Paramount Pictures'],['United States of America'],['Comedy']
137,18000000,1891,tt0080684,en,The Empire Strikes Back,19.470959,1980-05-17,538400000,124.0,8.2,10,Star Wars Collection,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],"['Adventure', 'Action', 'Science Fiction']"
138,18000000,85,tt0082971,en,Raiders of the Lost Ark,19.901576000000002,1981-06-12,389925971,115.0,7.7,84,Indiana Jones Collection,"['Lucasfilm', 'Paramount Pictures']",['United States of America'],"['Adventure', 'Action']"
139,18500000,679,tt0090605,en,Aliens,21.761179000000002,1986-07-18,183316455,137.0,7.7,8091,Alien Collection,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions']","['United Kingdom', 'United States of America']","['Horror', 'Action', 'Thriller', 'Science Fiction']"
140,1200000,429,tt0060196,it,"Il buono, il brutto, il cattivo",16.788787,1966-12-23,6000000,161.0,8.1,48317,The Man With No Name Collection,"['United Artists', 'Constantin Film Produktion', 'Produzioni Europee Associati (PEA)', 'Arturo González Producciones Cinematográficas S.A.']","['United States of America', 'Italy', 'Spain', 'Germany']",['Western']
141,32350000,1892,tt0086190,en,Return of the Jedi,14.586087,1983-05-23,572700000,135.0,7.9,10,Star Wars Collection,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],"['Adventure', 'Action', 'Science Fiction']"
142,11000000,348,tt0078748,en,Alien,23.37742,1979-05-25,104931801,117.0,7.9,8091,Alien Collection,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","['United States of America', 'United Kingdom']","['Horror', 'Action', 'Thriller', 'Science Fiction']"
143,11000000,766,tt0106308,en,Army of Darkness,10.704612,1992-10-09,0,81.0,7.3,1960,Evil Dead Collection,"['Universal Pictures', 'Renaissance Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']",['United States of America'],"['Fantasy', 'Horror', 'Comedy']"
144,806948,539,tt0054215,en,Psycho,36.826309,1960-06-16,32000000,109.0,8.3,119674,Psycho Collection,"['Paramount Pictures', 'Universal Pictures', 'Shamley Productions']",['United States of America'],"['Drama', 'Horror', 'Thriller']"
145,27000000,525,tt0080455,en,The Blues Brothers,10.076901,1980-06-17,115229890,133.0,7.5,112636,The Blues Brothers Collection,['Universal Pictures'],['United States of America'],"['Music', 'Comedy', 'Action', 'Crime']"
146,13000000,240,tt0071562,en,The Godfather: Part II,36.629307,1974-12-20,47542841,200.0,8.3,230,The Godfather Collection,"['Paramount Pictures', 'The Coppola Company']",['United States of America'],"['Drama', 'Crime']"
147,0,530,tt0104361,en,A Grand Day Out,7.617298,1990-05-18,0,23.0,7.4,529,Wallace & Gromit Collection,['Aardman Animations'],['United Kingdom'],"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']"
148,5500000,9277,tt0070735,en,The Sting,12.016821,1973-12-25,159616327,129.0,7.9,330605,The Sting Collection,['Universal Pictures'],['United States of America'],"['Comedy', 'Crime', 'Drama']"
149,6400000,218,tt0088247,en,The Terminator,19.293561999999998,1984-10-26,78371200,108.0,7.4,528,The Terminator Collection,"['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']","['United Kingdom', 'United States of America']","['Action', 'Thriller', 'Science Fiction']"
150,6000000,829,tt0071315,en,Chinatown,12.29227,1974-06-20,30000000,130.0,7.9,359005,The Jake Gittes Collection,"['Paramount Pictures', 'Penthouse', 'Long Road Productions']",['United States of America'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
151,3600000,765,tt0092991,en,Evil Dead II,13.520764000000002,1987-03-13,5923044,84.0,7.5,1960,Evil Dead Collection,"['Renaissance Films', 'Rosebud Productions']",['United States of America'],"['Horror', 'Comedy', 'Fantasy']"
152,19000000,105,tt0088763,en,Back to the Future,25.778509,1985-07-03,381109762,116.0,8.0,264,Back to the Future Collection,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",['United States of America'],"['Adventure', 'Comedy', 'Science Fiction', 'Family']"
153,16000000,8009,tt0091203,en,Highlander,16.870392000000002,1986-03-07,5900000,116.0,6.8,8050,Highlander Collection,"['Davis-Panzer Productions', 'Thorn EMI Screen Entertainment']","['United Kingdom', 'United States of America']","['Adventure', 'Action', 'Fantasy']"
154,2280000,756,tt0032455,en,Fantasia,8.03796,1940-11-13,83320000,124.0,7.2,55427,Fantasia Collection,['Walt Disney Pictures'],['United States of America'],"['Animation', 'Family', 'Music']"
155,0,11314,tt0085809,en,Koyaanisqatsi,8.802715,1982-06-06,1723872,87.0,7.7,173344,Qatsi Collection,"['IRE Productions', 'Santa Fe Institute for Regional Education']",['United States of America'],"['Documentary', 'Music']"
156,48000000,89,tt0097576,en,Indiana Jones and the Last Crusade,14.788986999999999,1989-05-24,474171806,127.0,7.6,84,Indiana Jones Collection,"['Lucasfilm', 'Paramount Pictures']",['United States of America'],"['Adventure', 'Action']"
157,50000000,8077,tt0103644,en,Alien³,17.126768,1992-05-22,159773545,114.0,6.2,8091,Alien Collection,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","['United Kingdom', 'United States of America']","['Science Fiction', 'Action', 'Horror']"
158,0,41671,tt0103678,en,Amityville: It's About Time,2.418256,1992-07-16,0,91.0,4.1,397842,The Amityville Horror Collection,"['Steve White Productions', 'VPS Studios']",['United States of America'],['Horror']
159,0,27214,tt0085159,en,Amityville 3-D,7.893775,1983-11-18,6333135,105.0,4.0,397842,The Amityville Horror Collection,['De Laurentiis Entertainment Group (DEG)'],['United States of America'],"['Horror', 'Thriller']"
160,0,52263,tt0115535,en,Amityville: Dollhouse,2.357522,1996-10-02,0,93.0,3.5,397842,The Amityville Horror Collection,"['Zeta Entertainment', 'Promark Entertainment Group', 'Spectacor Films']",['United States of America'],['Horror']
161,1500000,33519,tt0106262,en,Amityville: A New Generation,6.401828,1993-09-29,0,90.0,2.8,397842,The Amityville Horror Collection,['A. Ninety-Three Productions'],['United States of America'],['Horror']
162,0,16235,tt0083550,en,Amityville II: The Possession,12.10181,1982-09-24,12534817,104.0,5.9,397842,The Amityville Horror Collection,"['Dino De Laurentiis Company', 'Media Transactions']","['Italy', 'Mexico', 'United States of America']",['Horror']
163,0,11449,tt0078767,en,The Amityville Horror,14.003179999999999,1979-07-27,86432000,117.0,6.2,397842,The Amityville Horror Collection,['American International Pictures (AIP)'],['United States of America'],"['Drama', 'Horror', 'Thriller']"
164,0,41848,tt0099030,en,The Amityville Curse,2.416489,1989-12-01,0,91.0,2.7,397842,The Amityville Horror Collection,"['Allegro Films', 'CFCF-TV']","['Canada', 'United States of America']",['Horror']
165,240000,8851,tt0051418,en,The Blob,7.079055,1958-09-12,0,86.0,6.2,422193,The Blob Collection,"['Paramount Pictures', 'Tonylyn Productions']",['United States of America'],"['Horror', 'Science Fiction']"
166,6000000,9529,tt0103919,en,Candyman,12.721362,1992-10-16,25792310,99.0,6.2,98580,Candyman Collection,"['Propaganda Films', 'TriStar Pictures', 'PolyGram Filmed Entertainment']",['United States of America'],"['Drama', 'Horror', 'Thriller']"
167,1800000,7340,tt0074285,en,Carrie,9.277692,1976-11-03,33800000,98.0,7.0,257053,Carrie Collection,['United Artists'],['United States of America'],"['Horror', 'Thriller']"
168,1800000,377,tt0087800,en,A Nightmare on Elm Street,13.694713,1984-11-14,25504513,91.0,7.2,8581,A Nightmare on Elm Street Collection,"['New Line Cinema', 'Smart Egg Pictures']",['United States of America'],['Horror']
169,2800000,794,tt0075005,en,The Omen,16.641277,1976-06-06,60922980,111.0,7.2,10919,The Omen Collection,"['Twentieth Century Fox Film Corporation', 'Mace Neufeld Productions']","['United Kingdom', 'United States of America']","['Horror', 'Thriller']"
170,0,145,tt0115751,da,Breaking the Waves,8.558688,1996-05-13,3803298,159.0,7.2,498,Heart of Gold Collection,"['Trust Film', 'Danish Film Institute']","['Denmark', 'France', 'Iceland', 'Netherlands', 'Norway', 'Sweden']","['Drama', 'Romance']"
171,46000000,199,tt0117731,en,Star Trek: First Contact,8.808497000000001,1996-11-21,150000000,111.0,7.0,115570,Star Trek: The Next Generation Collection,"['Paramount Pictures', 'Digital Image Associates']",['United States of America'],"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
172,60000000,9279,tt0116705,en,Jingle All the Way,7.898202,1996-11-15,129832389,89.0,5.5,307637,Jingle All the Way Collection,"['Twentieth Century Fox Film Corporation', '1492 Pictures']",['United States of America'],"['Family', 'Comedy']"
173,0,17204,tt0117293,en,Paradise Lost: The Child Murders at Robin Hood Hills,1.6863580000000002,1996-12-03,0,150.0,7.9,105629,Paradise Lost Collection,[],['United States of America'],"['Documentary', 'Drama']"
174,54000000,11674,tt0115433,en,101 Dalmatians,11.470748,1996-11-17,320689294,103.0,5.6,124916,101 Dalmatians (Live-Action) Collection,"['Walt Disney Pictures', 'Great Oaks Entertainment']","['United Kingdom', 'United States of America']","['Comedy', 'Family']"
175,70000000,1573,tt0099423,en,Die Hard 2,18.785984,1990-07-02,240031094,124.0,6.6,1570,Die Hard Collection,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']",['United States of America'],"['Action', 'Thriller']"
176,35000000,152,tt0079945,en,Star Trek: The Motion Picture,8.277764999999999,1979-12-06,139000000,132.0,6.2,151,Star Trek: The Original Series Collection,['Paramount Pictures'],['United States of America'],"['Science Fiction', 'Adventure', 'Mystery']"
177,27000000,174,tt0102975,en,Star Trek VI: The Undiscovered Country,5.90057,1991-12-05,96900000,113.0,6.7,151,Star Trek: The Original Series Collection,['Paramount Pictures'],['United States of America'],"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
178,30000000,172,tt0098382,en,Star Trek V: The Final Frontier,12.308007,1989-06-09,70200000,107.0,5.6,151,Star Trek: The Original Series Collection,['Paramount Pictures'],['United States of America'],"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
179,12000000,154,tt0084726,en,Star Trek II: The Wrath of Khan,7.160236,1982-06-03,96800000,113.0,7.3,151,Star Trek: The Original Series Collection,['Paramount Pictures'],['United States of America'],"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
180,18000000,157,tt0088170,en,Star Trek III: The Search for Spock,6.197298,1984-05-31,87000000,105.0,6.4,151,Star Trek: The Original Series Collection,['Paramount Pictures'],['United States of America'],"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
181,24000000,168,tt0092007,en,Star Trek IV: The Voyage Home,12.596956,1986-11-25,133000000,119.0,6.9,151,Star Trek: The Original Series Collection,['Paramount Pictures'],['United States of America'],"['Science Fiction', 'Adventure']"
182,80000000,364,tt0103776,en,Batman Returns,15.001681,1992-06-19,280000000,126.0,6.6,120794,Batman Collection,"['PolyGram Filmed Entertainment', 'Warner Bros.']","['United Kingdom', 'United States of America']","['Action', 'Fantasy']"
183,13000000,11967,tt0096487,en,Young Guns,9.905174,1988-08-12,44726644,107.0,6.6,9329,Young Guns Collection,"['Twentieth Century Fox Film Corporation', 'Morgan Creek Productions']",['United States of America'],"['Crime', 'Action', 'Adventure', 'Drama', 'Western']"
184,20000000,9086,tt0100994,en,Young Guns II,11.977636,1990-08-01,0,132.0,6.3,9329,Young Guns Collection,['Morgan Creek Productions'],['United States of America'],"['Western', 'Adventure']"
185,6000000,621,tt0077631,en,Grease,7.8548990000000005,1978-07-07,181813770,110.0,7.2,86083,Grease Collection,"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']",['United States of America'],['Romance']
186,13200000,9037,tt0084021,en,Grease 2,14.202364000000001,1982-06-11,15171476,115.0,4.9,86083,Grease Collection,['Paramount Pictures'],['United States of America'],"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
187,35000000,8845,tt0105690,en,Under Siege,9.918269,1992-10-08,156563139,103.0,6.1,112399,Under Siege Collection,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'Warner Bros.']","['France', 'United States of America']","['Action', 'Thriller']"
188,7000000,578,tt0073195,en,Jaws,19.726114000000003,1975-06-18,470654000,124.0,7.5,2366,The Jaws Collection,"['Universal Pictures', 'Zanuck/Brown Productions']",['United States of America'],"['Horror', 'Thriller', 'Adventure']"
189,20000000,579,tt0077766,en,Jaws 2,11.21306,1978-06-16,187884007,116.0,5.9,2366,The Jaws Collection,['Universal Pictures'],['United States of America'],"['Horror', 'Thriller']"
190,20500000,17692,tt0085750,en,Jaws 3-D,16.603041,1983-03-16,87987055,99.0,4.2,2366,The Jaws Collection,"['Universal Pictures', 'Alan Landsburg Productions', 'MCA  Theatricals']",['United States of America'],"['Thriller', 'Horror']"
191,14000000,4232,tt0117571,en,Scream,13.326443,1996-12-20,173046663,111.0,7.0,2602,Scream Collection,"['Woods Entertainment', 'Dimension Films']",['United States of America'],"['Crime', 'Horror', 'Mystery']"
